Source,Target
Cornelis van der Blocke,Jan Claesz. Hollesloot
Jacob Hollesloot,Jan Claesz. Hollesloot
Jacob Hollesloot,Mary Jacobs
Aef (Eva) Plemp,Jan Claesz. Hollesloot
Aef (Eva) Plemp,Mary Jacobs
Jacob Hollesloot,Aef (Eva) Plemp
Cornelis Gysbrechtsz. Plemp,Aef (Eva) Plemp
Laurens Lamberti,Grietje Gerrits
Laurens Lamberti,Jan Jansz. Cranenburch
Grietje Gerrits,Jan Jansz. Cranenburch
Grietje Gerrits,Abram Maes
Jan Maes Abrahamsz.,Annetge Maes Abrahams
Abram Maes,Jan Maes Abrahamsz.
Abram Maes,Annetge Maes Abrahams
Jan Verstegen,Gerard Verstegen
Annetge Maes Abrahams,Jan Verstegen
Jan Verstegen,Jannetje Verstege
Jan Verstegen,Laurentius van den Bogaert
Jannetje Verstege,Laurentius van den Bogaert
Jan van Hensbergen,Laurentius van den Bogaert
Jan van Hensbergen,Jan Verstegen
Jan van Hensbergen,Jannetje Verstege
Jan Maes Abrahamsz.,Annetje van der Meer
Jan Maes Abrahamsz.,Jan Gerritsz.
Jan Maes Abrahamsz.,Adriaen Maes
Jan Gerritsz.,Adriaen Maes
Jacob Westfrisius,Anthoni Coleur
Jacob Westfrisius,Belytge Barens
Anthoni Coleur,Pietertge Ghysbertsdr
Anthoni Coleur,Machtlelt Jans
Anthoni Coleur,Barent Gerritsz. Brincker
Anthoni Coleur,Egbert Gerritsz.
Anthoni Coleur,Harmen Jacobsz. Karreman
Belytge Barens,Barent Gerritsz. Brincker
Belytge Barens,Egbert Gerritsz.
Belytge Barens,Harmen Jacobsz. Karreman
Egbert Gerritsz.,Harmen Jacobsz. Karreman
Machtlelt Jans,Pietertge Ghysbertsdr
Judith Jans,Jacob Westfrisius
Michiel Perseijn (Persoij),Judith Jans
Francijn Persijn,Judith Jans
Michiel Perseijn (Persoij) II,Judith Jans
Albert Tiason,Jacob Westfrisius
Paschina van der Straten,Albert Tiason
Cornelis van Lockhorst,Albert Tiason
Roelandt van der Perre,Albert Tiason
Balthasar van der Perre,Roelandt van der Perre
Philips van Kazele,Albert Tiason
P.C. Hooft,Albert Tiason
Anna van den Strate,Albert Tiason
Franchoys van der Strate,Albert Tiason
Maycken Jans van Noucken (?),Albert Tiason
Paschina van der Straten,Anna van den Strate
Paschina van der Straten,Franchoys van der Strate
Paschina van der Straten,Maycken Jans van Noucken (?)
Anna van den Strate,Franchoys van der Strate
Anna van den Strate,Maycken Jans van Noucken (?)
Franchoys van der Strate,Maycken Jans van Noucken (?)
David van der Straten,Anna van den Strate
David van der Straten,Franchoys van der Strate
David van der Straten,Maycken Jans van Noucken (?)
David van der Straten,Samuel Sautijn
David van der Straten,Sara Munnincx
Jan van der Straten,David van der Straten
Jan van der Straten,Samuel Sautijn
Jan van der Straten,Sara Munnincx
Jan van der Straten,Jan van der Straten II
Jan van der Straten II,Sara Munnincx
Sara Munnincx,David van der Straten
Samuel Sautijn,Maria van der Straten
Jan Fransz. Van der Straten,Sara Munnincx
Maria van der Straten,Sara Munnincx
Jan Fransz. Van der Straten,Maria van der Straten
Samuel Sautijn,Jan Fransz. Van der Straten
Abraham de Marees den Oude,Jacob Westfrisius
Abraham de Marees den Oude,Francois Venant I
Abraham de Marees den Oude,Jan de Marez I
Maria Gemaert,Jan de Marez I
Maria Gemaert,Abraham de Marees den Oude
Jean Gemaert,Maria Sturms
Maria Gemaert,Jean Gemaert
Maria Gemaert,Maria Sturms
Abraham de Marees den Oude,Jean Gemaert
Abraham de Marees den Oude,Maria Sturms
Jan Baptista de Wael,Abraham de Marees den Oude
Coenradt Martensz. Wilde II,Abraham de Marees den Oude
Jan Baptista de Wael,Coenradt Martensz. Wilde II
Abraham de Marees den Oude,Daniel de Marez
Abraham de Marees den Oude,Jenne Hurter
Daniel de Marez,Jenne Hurter
Maria Gemaert,Daniel de Marez
Jan de Marez I,Daniel de Marez
Jan Danielsz. De Marez,Christina Segers
Abraham de Marees den Oude,Jan Danielsz. De Marez
Daniel de Marez,Jan Danielsz. De Marez
Jenne Hurter,Jan Danielsz. De Marez
Jasper Segers,Christina Segers
Elisabeth de Schilder,Pieter de Schilder
Pieter de Schilder,Elisabeth Cobbaut
Elisabeth de Schilder,Elisabeth Cobbaut
Elisabeth Cobbaut,Arnout Cobbaut II
Elisabeth Cobbaut,Anna van Valckenburg
Elisabeth Cobbaut,Sara Cobbaut
Elisabeth Cobbaut,Susanna Cobbaut
Elisabeth Cobbaut,Anna Cobbaut
Jan de Marees Danielsz.,Jonas Abeels
Nicolaes de Marees,Sara de Marees
Nicolaes de Marees,Abraham de Marees den Oude
Abraham de Marez II,Sara de Coster
Abraham de Marez II,Rebecca Hooghkamer
Abraham de Marez II,Jacob Pieterson Hoochkamer
Abraham de Marez III,Abraham de Marez II
Catharina de Marees II,Catharina de Marees I
Maria de Marees,Catharina de Marees II
Maria de Marees,Catharina de Marees I
Isaack de Marees Abrahamsz.,Catharina de Marees II
Thomas van Roeye,Catharina de Marees II
Johannes de Marees Abrahamsz.,Catharina de Marees II
Pieter de Bary,Sara de Marees
Mathijs Hals,Pieter de Bary
Mathijs Hals,Sara de Marees
Marija de Marees II,Sara de Marees
Sara de Barij,Sara de Marees
Marija de Marees II,Pieter de Bary
Sara de Barij,Pieter de Bary
Daniel Mits I,Samuel Mits
Marija de Marees II,Samuel Mits
Marija de Marees II,Daniel Mits I
Pieter Benoijt,Anna de Marees
Tieleman van Beringen,Elisabeth de Marees
Anthoni Verspreet,Catharina de Marees II
Catharina de Marees II,Jan Wijs
Jan de Barij,Johannes de Marees Abrahamsz.
Jan de Barij,Tieleman van Beringen
Johannes de Marees Abrahamsz.,Tieleman van Beringen
Jan de Barij,Sara de Marees
Johannes de Marees Abrahamsz.,Sara de Marees
Tieleman van Beringen,Sara de Marees
Jan de Marees Danielsz.,Jacob Pieterson Hoochkamer
Abraham de Marez II,Jan de Marees Danielsz.
Abraham de Marez II,Jacob Pieterson Hoochkamer
Tieleman van Beringen,Maria van Vickervoort
Abraham Fauconnier,Jan de Barij
Johannes de la Ville,Jan de Barij
Johannes de la Ville,Abraham Fauconnier
Laurens van Otteren,Abraham Fauconnier
Gommer Spranger,Daniel Jansz. Van Beuningen
Gommer Spranger,Rembrandt van Rijn
Gommer Spranger,Maria Thibouts de Pickere
Gommer Spranger,Catharina de Raet
Gommer Spranger,Susanna Mostart
Bertijnken Bachers,Daniel Mostart I
Susanna Mostart,Daniel Mostart I
Gommer Spranger,Daniel Mostart I
Bertijnken Bachers,Susanna Mostart
Gommer Spranger,Adriaen Spranger
Gommer Spranger,Jochem Spranger
Gommer Spranger,Mattheus Spranger II
Jochem Spranger,Mattheus Spranger II
Lucas van Salinger,Adriaen Spranger
Lucas van Salinger,Jochem Spranger
Lucas van Salinger,Mattheus Spranger II
Lucas van Salinger,Gommer Spranger
Constantia Spranger,Gommer Spranger
Mattheus Spranger III,Gommer Spranger
Constantia Spranger,Maria Thibouts de Pickere
Mattheus Spranger III,Maria Thibouts de Pickere
Constantia Spranger,Mattheus Spranger III
Pieter Coeymans,Gommer Spranger
Leonard Rans,Gommer Spranger
Constantia Coeymans,Gommer Spranger
Pieter Coeymans,Maria Thibouts de Pickere
Leonard Rans,Maria Thibouts de Pickere
Constantia Coeymans,Maria Thibouts de Pickere
Mattheus Spranger III,Pieter Coeymans
Mattheus Spranger III,Leonard Rans
Mattheus Spranger III,Constantia Coeymans
Constantia Spranger,Pieter Coeymans
Constantia Spranger,Leonard Rans
Constantia Spranger,Constantia Coeymans
Pieter Coeymans,Leonard Rans
Pieter Coeymans,Constantia Coeymans
Leonard Rans,Constantia Coeymans
Daniel Mostart II,Daniel Mostart I
Jeronimus Rans,Gommer Spranger
Matheus Halewijn,Gommer Spranger
Jeronimus Rans,Mattheus Spranger II
Matheus Halewijn,Mattheus Spranger II
Matheus Halewijn,Jeronimus Rans
Tielman van Vleck,Jacob Westfrisius
Tielman van Vleck,Tielman van Vleck II
Daniel Schellincks,Tielman van Vleck II
Willem Schellincks,Tielman van Vleck II
Jacobus Schellincks,Tielman van Vleck II
Daniel Schellincks,Willem Schellincks
Daniel Schellincks,Jacobus Schellincks
Willem Schellincks,Jacobus Schellincks
Johan le Thoor II,Johan le Thoor
Johan le Thoor II,Tielman van Vleck II
Johan le Thoor II,Willem Schellincks
Johan le Thoor II,Jacobus Schellincks
Johan le Thoor II,Daniel Schellincks
Hans van Immen,Tobias van Immen
Hans van Immen,Meetje Wonders
Pieter van der Loo,Meetje Wonders
Gerrit van Immen,Hans van Immen
Jacob Pancras,Gerrit van Immen
Jacob Pancras,Neeletje van Immen
Jan van Immen,Gerrit van Immen
Jacob Pancras,Jan van Immen
Neeletje van Immen,Jan van Immen
Elisabeth Haeck,Gerrit van Immen
Elisabeth Haeck,Jan van Immen
Abraham van Immen,Hans van Immen
Jacob Banckeraets,Hans van Immen
Matthijs van der Burgh,Hans van Immen
Abraham van Immen,Jacob Banckeraets
Abraham van Immen,Matthijs van der Burgh
Jacob Banckeraets,Matthijs van der Burgh
Andries Koenraets,Pieter Carelsz.
Andries Koenraets,Aeltje Vestje
Andries Koenraets,Clara Hermans
Andries Koenraets,Meijnert Koenraets
Clara Hermans,Andries Koenraets
Jan Maes,Daniel Jansz. Van Beuningen
Trijntge Pieters,Daniel Jansz. Van Beuningen
Trijntge Pieters,Jan Maes
Maritgen Gerrits,Trijntge Pieters
Maritgen Gerrits,Jan Maes
Pieter Hermansz.,Jan Maes
Dirck Maes I,Jan Maes
Dirck Maes I,Trijntge Pieters
Dirck Maes ,Dirck Maes I
Pieter Maes,Dirck Maes I
Gerrit Maes,Dirck Maes I
Coren Maes,Dirck Maes I
Dirck Maes ,Jan Maes
Pieter Maes,Jan Maes
Gerrit Maes,Jan Maes
Coren Maes,Jan Maes
Dirck Maes ,Trijntge Pieters
Pieter Maes,Trijntge Pieters
Gerrit Maes,Trijntge Pieters
Coren Maes,Trijntge Pieters
Pieter Maes,Dirck Maes 
Gerrit Maes,Dirck Maes 
Coren Maes,Dirck Maes 
Gerrit Maes,Pieter Maes
Coren Maes,Pieter Maes
Gerrit Maes,Coren Maes
Styntgen Livens,Daniel Jansz. Van Beuningen
Hendrick van Marcken,Gerrit Jacobsz. Haringh
Hendrick van Marcken,Maritgen Everts de Swart
Reynst. Pietersz.,Hendrick van Marcken
Dirck Barentsz.,Hendrick van Marcken
Dirck Barentsz.,Reynst. Pietersz.
Frans van Marcken,Hendrick van Marcken
Maritgen van Marcken,Hendrick van Marcken
Diewer Jans van Marcken,Hendrick van Marcken
Aeltgen van Marcken,Hendrick van Marcken
Frans van Marcken,Maritgen Everts de Swart
Maritgen van Marcken,Maritgen Everts de Swart
Diewer Jans van Marcken,Maritgen Everts de Swart
Aeltgen van Marcken,Maritgen Everts de Swart
Frans van Marcken,Maritgen van Marcken
Frans van Marcken,Diewer Jans van Marcken
Frans van Marcken,Aeltgen van Marcken
Diewer Jans van Marcken,Maritgen van Marcken
Aeltgen van Marcken,Maritgen van Marcken
Diewer Jans van Marcken,Aeltgen van Marcken
Andries Mombers,Maritgen van Marcken
Andries Mombers,Hendrick van Marcken
Andries Mombers,Maritgen Everts de Swart
Pieter Cornelisz.,Hendrick van Marcken
Pieter Cornelisz.,Maritgen Everts de Swart
Pieter Cornelisz.,Diewer Jans van Marcken
Barent Gerritsz. Bernardyns,Hendrick van Marcken
Barent Gerritsz. Bernardyns,Maritgen Everts de Swart
Barent Gerritsz. Bernardyns,Aeltgen van Marcken
Jan Garbrantsz.,Hendrick van Marcken
Jan Garbrantsz.,Maritgen Everts de Swart
Jan Garbrantsz.,Aeltgen van Marcken
Anna Claes,Hendrick van Marcken
Cornelis Ketel II,Hendrick van Marcken
Frederick Harmensz. Dickstein,Maritgen Everts de Swart
Reijner Paeuw,Hendrick van Marcken
Hendrick van Marcken,Dutch East India Company
Reijner Paeuw,Dutch East India Company
Jan Pauw,Maritgen Everts de Swart
Maritgen Everts de Swart,Hugo van Groenewegen
Jan Basse,Daniel Jansz. Van Beuningen
Daniel Mijtens,Jan Basse
Thomas Howard,Jan Basse
Daniel Mijtens,Thomas Howard
Guillaum Basse I,Jan Basse
Cornelia Kief,Jan Basse
Anna van Liesveld,Jan Basse
Cornelia Kief,Anna van Liesveld
Guillaum Basse I,Anna van Liesveld
Guillaum Basse I,Cornelia Kief
Henrij Basse,Cornelia Kief
Diricq Kif,Cornelia Kief
Jenne Derondeau,Cornelia Kief
Henrij Basse,Jan Basse
Diricq Kif,Jan Basse
Jenne Derondeau,Jan Basse
Henrij Basse,Diricq Kif
Henrij Basse,Jenne Derondeau
Diricq Kif,Jenne Derondeau
Jenne Derondeau,Guillaum Basse I
Cornelia Basse,Cornelia Kief
Catherine Kif,Cornelia Kief
Guillaum Basse I,Cornelia Kief
Cornelia Basse,Jan Basse
Catherine Kif,Jan Basse
Guillaum Basse I,Jan Basse
Cornelia Basse,Catherine Kif
Cornelia Basse,Guillaum Basse I
Catherine Kif,Guillaum Basse I
Catherine Kif,Israel Jerbier
Guillaum Basse I,Israel Jerbier
Jan Basse,Israel Jerbier
Pieter Jacobsz. Indische Raven II,Israel Jerbier
Pieter Jacobsz. Indische Raven de oude,Pieter Jacobsz. Indische Raven II
Marcus Jansz.,Jan Basse
Pieter Jacobsz. Indische Raven II,Pieter Barcman
Willem Basse,Jan Basse
Willem Basse,Pieter Barcman
Willem Basse,Catherine Kif
Willem Basse,Hendrikje Basse
Jannetege Andries,Hendrikje Basse
Jan Basse II,Hendrikje Basse
Jannetege Andries,Willem Basse
Jannetege Andries,Pieter Jacobsz. Indische Raven II
Hendrikje Basse,Pieter Jacobsz. Indische Raven II
Arent Jansz.,Daniel Jansz. Van Beuningen
Annetge Harmans,Daniel Jansz. Van Beuningen
Arent Jansz.,Annetge Harmans
Marten Elbertsz. Oom,Arent Jansz.
Herman Doomer,Arent Jansz.
Cornelis Theunisz.,Arent Jansz.
Symon Hendricksz.,Arent Jansz.
Jan Willemsz. Bos,Arent Jansz.
Herman Doomer,Rembrandt van Rijn
Jan Willemsz. Bos,Herman Doomer
Benijamijn Jacobsz.,Daniel Jansz. Van Beuningen
Lysbeth Pieroots,Benijamijn Jacobsz.
Adriaen Braems,Benijamijn Jacobsz.
Daniel Jansz. Van Beuningen,Lysbeth Pieroots
Adriaen Braems,Lysbeth Pieroots
Pieter Jansz. Van Loo,Daniel Jansz. Van Beuningen
Pieter Jansz. Van Loo,Sara Ijsacx
Pieter Jansz. Van Loo,Abraham Jansz. Van Loo
Reynier Ranson,Abraham Jansz. Van Loo
Sara van Loo,Abraham Jansz. Van Loo
Reynier Ranson,Sara van Loo
Sara van Loo,Pieter Jansz. Van Loo
Reynier Ranson,Pieter Jansz. Van Loo
Hester van Loo,Pieter Jansz. Van Loo
Lysbeth van Loo,Pieter Jansz. Van Loo
Hester van Loo,Sara van Loo
Lysbeth van Loo,Sara van Loo
Hester van Loo,Reynier Ranson
Lysbeth van Loo,Reynier Ranson
Hester van Loo,Abraham Jansz. Van Loo
Lysbeth van Loo,Abraham Jansz. Van Loo
Lisbeth Ridders,Lysbeth van Loo
Lisbeth Ridders,Hester van Loo
Lisbeth Ridders,Reynier Ranson
Lisbeth Ridders,Abraham Jansz. Van Loo
Lisbeth Ridders,Pieter Jansz. Van Loo
Lisbeth Ridders,Sara van Loo
Harmen Jacobsz. Van Doornick,Pieter Jansz. Van Loo
Claes van Loo,Pieter Jansz. Van Loo
Claes van Loo,Harmen Jacobsz. Van Doornick
Hendrick Teunisz.,Pieter Jansz. Van Loo
Mary Jans,Pieter Jansz. Van Loo
Hendrick Teunisz.,Mary Jans
Mary Jans,Harmen Jacobsz. Van Doornick
Hendrick Teunisz.,Claes van Loo
Ytge Gerrits,Pieter Jansz. Van Loo
Hendrick Claesz.,Daniel Jansz. Van Beuningen
Jacobge Jacobs,Daniel Jansz. Van Beuningen
Willem Hendricksz.,Hendrick Claesz.
Hendrick Claesz.,Jacobge Jacobs
Willem Hendricksz.,Hendrick Claesz.
Jacobge Jacobs,Hendrick Claesz.
Hendrick Claesz.,Truijtje Hermans
Hendrick Claesz.,Dirck Maes I
Hendrick Claesz.,Guilliamme Six
Dirck Claesz.,Hendrick Claesz.
Dirck Claesz.,Truijtje Hermans
Hendrick Claesz.,Johannes van Heusden
Hendrick Claesz.,Leonard Rans
Johannes van Heusden,Leonard Rans
Trijntgen Baltes,Daniel Jansz. Van Beuningen
Aeltge Hendricx,Daniel Jansz. Van Beuningen
Aeltge Jacobs,Daniel Jansz. Van Beuningen
Jannitge Lucas,Daniel Jansz. Van Beuningen
Pieter Appelman,Jannitge Lucas
Jan Lucasz.,Jannitge Lucas
Sybrandt Melchiorsz. Appelman,Pieter Appelman
Jan Geurtsz. ,Pieter Appelman
Barent Harmansz.,Pieter Appelman
Jan Geurtsz. ,Adriaen van den Bogaert
Thomas Lourisz.,Hendrick Lensen
Thomas Lourisz.,Jan Lens
Thomas Lourisz.,Annetge Simons Roch
Thomas Lourisz.,Joris Dijkman
Giertgen Dircx van Nieuhoff,Joris Dijkman
Giertgen Dircx van Nieuhoff,Thomas Lourisz.
Nicolaes Balestel (de oude),Hendrick Lensen
Nicolaes Balestel,Christina Wolphaerts van Diemen
Nicolaes Balestel,Nicolaes Balestel (de oude)
Nicolaes Balestel,Gerard Wolphaertsz.
Christina Wolphaerts van Diemen,Nicolaes Balestel (de oude)
Christina Wolphaerts van Diemen,Gerard Wolphaertsz.
Anna Gabri,Christina Wolphaerts van Diemen
Anna Gabri,Nicolaes Balestel
Isabelle (Isabeau) Payen,Nicolaes Balestel
Isabelle (Isabeau) Payen,Nicolaes Balestel (de oude)
Gerard Wolphaertsz.,Dutch East India Company
Sara Wolphaertsz. Van Diemen,Christina Wolphaerts van Diemen
Nicolaes Hasselaer,Christina Wolphaerts van Diemen
Sara Wolphaertsz. Van Diemen,Nicolaes Hasselaer
Nicolaes Balestel,Anna Burgh
Christina Wolphaerts van Diemen,Anna Burgh
Anna Burgh,Coenradt Burgh
Nicolaes Balestel,Coenradt Burgh
Christina Wolphaerts van Diemen,Coenradt Burgh
Anna Burgh,Theodorus Tulp
Nicolaes Balestel,Theodorus Tulp
Coenradt Burgh,Theodorus Tulp
Theodorus Tulp,Nicolaes Tulp
Anna Burgh,Nicolaes Tulp
Nicolaes Balestel,Nicolaes Tulp
Coenradt Burgh,Nicolaes Tulp
Rembrandt van Rijn,Nicolaes Tulp
Antoine Balestel,Nicolaes Balestel (de oude)
Jenne Balestel,Nicolaes Balestel (de oude)
Jenne Balestel,Isabelle (Isabeau) Payen
Jenne Balestel,Nicolaes Balestel
Jean Gilles,Jenne Balestel
Jean Gilles,Nicolaes Balestel
Jean Gilles,Brise Gilles
Jean Gilles,Samuel Chavatte II
Jean Gilles,Samuel Chavatte I 
Jean Gilles,Maria Chavatte
Jenne Balestel,Samuel Chavatte II
Jenne Balestel,Samuel Chavatte I 
Jenne Balestel,Maria Chavatte
Samuel Chavatte II,Samuel Chavatte I 
Samuel Chavatte II,Maria Chavatte
Samuel Chavatte I ,Maria Chavatte
Nicolaes Balestel,Hendrick Lensen
Isack Bevelot,Nicolaes Balestel (de oude)
Nicolaes Balestel,Dirck Wuytiers
Nicolaes Balestel,Jacob Servaes
Nicolaes Balestel,Dirck Hallelaer
Dirck Wuytiers,Jacob Servaes
Dirck Wuytiers,Dirck Hallelaer
Jacob Servaes,Dirck Hallelaer
Meyndert Jansz.,Aefge Roeloffsz.
Meyndert Jansz.,Jan Roeloff
Meyndert Jansz.,Juriaen Roeloff
Aefge Roeloffsz.,Jan Roeloff
Aefge Roeloffsz.,Juriaen Roeloff
Jan Wesselsz.,Meyndert Jansz.
Jan Wesselsz.,Aefge Roeloffsz.
Jan Wesselsz.,Jan Roeloff
Jan Wesselsz.,Juriaen Roeloff
Juriaen Roeloff,Jan Roeloff
Jan Wesselsz.,Harmen Roeloffsz.
Pieter Evertsz. ,Jan Wesselsz.
Vroutgen Hendricks,Harmen Roeloffsz.
Pieter Evertsz. ,Jan Wesselsz.
Vroutgen Hendricks,Harmen Roeloffsz.
Vroutgen Hendricks,Pieter Evertsz. 
Femmetge Teunis,Gerrit Jacobsz. Haringh
Femmetge Teunis,Pieter de Bitter
Femmetge Teunis,Nicolaes Coquis (Cocques or Cocque)
Femmetge Teunis,Maritge Teunis
Femmetge Teunis,Barent Thonisz.
Maritge Teunis,Barent Thonisz.
Femmetge Teunis,Rupert Jansz. (van Dorssen)
Maritge Teunis,Jurriaen Fredericxsz.
Maritge Teunis,Pieter de Bitter
Femmetge Teunis,Jan Jansz. Carel de jonge
Femmetge Teunis,David Rutgers
Femmetge Teunis,Rutger Rutsz.
David Rutgers,Rutger Rutsz.
Nicolaes Coquis (Cocques or Cocque),Anna Gabry
Jean Gabry,Anna Gabry
Isabeau Baligan,Anna Gabry
Isabeau Baligan,Nicolaes Coquis (Cocques or Cocque)
Anne Leschebon,Nicolaes Coquis (Cocques or Cocque)
Jean Leschebon,Nicolaes Coquis (Cocques or Cocque)
Anne Leschebon,Jean Leschebon
Nicolaes Coquis (Cocques or Cocque),Gijsbrechtje Wouters
Nicolaes Coquis (Cocques or Cocque),Anna Maria Coques
Nicolaes Coquis (Cocques or Cocque),Clara Coques
Nicolaes Coquis (Cocques or Cocque),Lambertus Coques
Gijsbrechtje Wouters,Anna Maria Coques
Gijsbrechtje Wouters,Clara Coques
Gijsbrechtje Wouters,Lambertus Coques
Anna Maria Coques,Clara Coques
Anna Maria Coques,Lambertus Coques
Clara Coques,Lambertus Coques
Gijsbrechtje Wouters,Cornelis Jansz. Bort (Boot)
Nicolaes Coquis (Cocques or Cocque),Cornelis Jansz. Bort (Boot)
Anna Maria Coques,Cornelis Jansz. Bort (Boot)
Nicolaes Coquis (Cocques or Cocque),Willem van Houten
Nicolaes Coquis (Cocques or Cocque),Maria van Houten
Nicolaes Coquis (Cocques or Cocque),Maritgen Pas
Nicolaes Coquis (Cocques or Cocque),Daniel Jansz. Van Beuningen
Gijsbrechtje Wouters,Willem van Houten
Gijsbrechtje Wouters,Maria van Houten
Gijsbrechtje Wouters,Maritgen Pas
Gijsbrechtje Wouters,Daniel Jansz. Van Beuningen
Willem van Houten,Maria van Houten
Willem van Houten,Maritgen Pas
Willem van Houten,Daniel Jansz. Van Beuningen
Maria van Houten,Maritgen Pas
Maria van Houten,Daniel Jansz. Van Beuningen
Maritgen Pas,Daniel Jansz. Van Beuningen
Maritgen Pas,Brachten van Hoogendorp
Gijsbrechtje Wouters,Lambertus Coques
Gijsbrechtje Wouters,Grietge Harmens
Gijsbrechtje Wouters,Pieter Cocques
Grietge Harmens,Pieter Jansz. Coninck
Nicolaes Coquis (Cocques or Cocque),Lambertus Coques
Nicolaes Coquis (Cocques or Cocque),Grietge Harmens
Nicolaes Coquis (Cocques or Cocque),Pieter Cocques
Lambertus Coques,Grietge Harmens
Lambertus Coques,Pieter Cocques
Grietge Harmens,Pieter Cocques
Grietge Harmens,Pieter Jansz. Coninck
Grietge Harmens,Aeltjen Jans
Aeltjen Jans,Pieter Jansz. Coninck
Nicolaes Cocques II,Nicolaes Coquis (Cocques or Cocque)
Willem de Coster,Pieter de Bitter
Arent Gerritsz.,Marij Cornelis
Leendert Cornelisz.,Arent Gerritsz.
Leendert Cornelisz.,Marij Cornelis
Arent Gerritsz.,Claes Jansz. Van Soest
Marij Cornelis,Jacob Jansz.
Arent Gerritsz.,Jacob Jansz.
Leendert Cornelisz.,Jacob Jansz.
Junnepgen Melis,Daniel Jansz. Van Beuningen
Junnepgen Melis,Pieter Jansz. Blaeuwenhelm
Daniel Jansz. Van Beuningen,Pieter Jansz. Blaeuwenhelm
Jan Jansz. Blaeuwenhaen,Pieter Jansz. Blaeuwenhelm
Pieter Jansz. Blaeuwenhelm II,Pieter Jansz. Blaeuwenhelm
Pieter Jansz. Blaeuwenhelm II,Jan Jansz. Blaeuwenhaen
